,WMO_WIND_IN_24H
2107,30.0
2108,30.0
2109,30.0
2110,30.0
2111,30.0
2112,27.5
2113,25.0
2114,25.0
2115,25.0
2116,22.5
2117,20.0
2118,20.0
2119,20.0
2120,20.0
2121,20.0
2122,20.0
2123,20.0
2124,20.0
2125,20.0
2126,40.0
2127,40.0
2128,40.0
2129,42.5
2130,45.0
2131,47.5
2132,50.0
2133,55.0
2134,60.0
2135,60.0
2136,60.0
2137,60.0
2138,60.0
2139,62.5
2140,65.0
2141,65.0
2142,65.0
2143,65.0
2144,65.0
2145,62.5
2146,60.0
2147,60.0
2148,60.0
2149,55.0
2150,50.0
2151,45.0
2152,40.0
2153,38.0
2154,36.0
2155,34.0
2156,32.0
2157,37.5
2158,40.0
2159,40.0
2160,40.0
2161,40.0
2162,40.0
2163,40.0
2164,40.0
2165,37.5
2166,35.0
2167,35.0
2168,35.0
2169,35.0
2170,35.0
2171,32.5
2172,30.0
2173,27.5
2174,25.0
2175,25.0
2176,25.0
2177,25.0
2178,25.0
2179,25.0
2180,25.0
2181,25.0
2182,25.0
2183,25.0
2184,25.0
2185,25.0
2186,25.0
2187,25.0
2188,25.0
2189,25.0
2190,25.0
2191,25.0
2192,25.0
2193,25.0
2194,25.0
2195,25.0
2196,25.0
2197,25.0
2198,25.0
2199,25.0
2200,25.0
2201,25.0
2202,25.0
2203,22.5
2204,20.0
2205,20.0
2206,20.0
2207,17.5
2208,15.0
2209,15.0
2210,15.0
2211,57.5
2212,60.0
2213,62.5
2214,65.0
2215,70.0
2216,75.0
2217,82.5
2218,90.0
2219,92.5
2220,95.0
2221,92.5
2222,90.0
2223,90.0
2224,90.0
2225,85.0
2226,80.0
2227,75.0
2228,70.0
2229,67.5
2230,65.0
2231,65.0
2232,62.5
2233,60.0
2234,52.5
2235,45.0
2236,42.5
2237,40.0
2238,40.0
2239,40.0
2240,35.0
2241,30.0
2242,80.0
2243,80.0
2244,80.0
2245,80.0
2246,80.0
2247,80.0
2248,80.0
2249,77.5
2250,75.0
2251,72.5
2252,70.0
2253,70.0
2254,70.0
2255,70.0
2256,70.0
2257,70.0
2258,70.0
2259,75.0
2260,80.0
2261,80.0
2262,80.0
2263,80.0
2264,80.0
2265,77.5
2266,75.0
2267,70.0
2268,65.0
2269,65.0
2270,65.0
2271,65.0
2272,65.0
2273,65.0
2274,65.0
2275,65.0
2276,65.0
2277,65.0
2278,65.0
2279,65.0
2280,65.0
2281,65.0
2282,65.0
2283,65.0
2284,65.0
2285,67.5
2286,70.0
2287,70.0
2288,70.0
2289,70.0
2290,70.0
2291,70.0
2292,70.0
2293,70.0
2294,70.0
2295,70.0
2296,70.0
2297,70.0
2298,70.0
2299,67.5
2300,65.0
2301,65.0
2302,65.0
2303,65.0
2304,60.0
2305,60.0
2306,55.0
2307,55.0
2308,55.0
2309,55.0
2310,55.0
2311,55.0
2312,55.0
2313,55.0
2314,55.0
2315,52.5
2316,50.0
2317,47.5
2318,45.0
2319,44.655174
2320,44.310345
2321,43.96552
2322,43.62069
2323,43.275864
2324,42.931034
2325,42.58621
2326,42.24138
2327,41.896553
2328,41.551723
2329,41.206898
2330,40.86207
2331,40.517242
2332,40.172413
2333,37.5
2334,40.0
2335,42.5
2336,45.0
2337,47.5
2338,50.0
2339,50.0
2340,50.0
2341,57.5
2342,65.0
2343,67.5
2344,70.0
2345,70.0
2346,70.0
2347,70.0
2348,70.0
2349,70.0
2350,70.0
2351,70.0
2352,70.0
2353,70.0
2354,70.0
2355,72.5
2356,75.0
2357,75.0
2358,75.0
2359,75.0
2360,75.0
2361,75.0
2362,75.0
2363,75.0
2364,75.0
2365,77.5
2366,80.0
2367,80.0
2368,80.0
2369,82.5
2370,85.0
2371,85.0
2372,90.0
2373,95.0
2374,100.0
2375,95.0
2376,95.0
2377,95.0
2378,90.0
2379,90.0
2380,90.0
2381,90.0
2382,85.0
2383,85.0
2384,80.0
2385,75.0
2386,70.0
2387,70.0
2388,65.0
2389,65.0
2390,65.0
2391,65.0
2392,65.0
2393,65.0
2394,65.0
2395,62.5
2396,60.0
2397,57.5
2398,55.0
2399,50.0
2400,45.0
2401,45.0
2402,45.0
2403,44.35484
2404,43.70968
2405,43.064518
2406,42.419353
2407,41.774193
2408,41.129032
2409,40.48387
2410,39.83871
2411,39.19355
2412,38.548386
2413,37.903225
2414,37.258064
2415,36.612904
2416,35.967743
2417,35.322582
2418,34.677418
2419,34.032257
2420,33.387096
2421,32.741936
2422,32.096775
2423,31.451612
2424,30.806452
2425,30.161291
2426,29.516129
2427,28.870968
2428,28.225807
2429,27.580645
2430,26.935484
2431,26.290323
2432,25.64516
2433,45.0
2434,45.0
2435,45.0
2436,45.0
2437,45.0
2438,45.0
2439,47.5
2440,50.0
2441,52.5
2442,55.0
2443,55.0
2444,55.0
2445,55.0
2446,55.0
2447,52.5
2448,50.0
2449,50.0
2450,50.0
2451,50.0
2452,50.0
2453,52.5
2454,55.0
2455,55.0
2456,55.0
2457,52.5
2458,50.0
2459,50.0
2460,50.0
2461,50.0
2462,50.0
2463,52.5
2464,55.0
2465,57.5
2466,60.0
2467,60.0
2468,60.0
2469,60.0
2470,60.0
2471,62.5
2472,65.0
2473,67.5
2474,70.0
2475,70.0
2476,70.0
2477,70.0
2478,70.0
2479,70.0
2480,67.5
2481,65.0
2482,62.5
2483,60.0
2484,57.5
2485,55.0
2486,55.0
2487,55.0
2488,50.0
2489,45.0
2490,40.0
2491,35.0
2492,32.5
2493,30.0
2494,27.5
2495,25.0
2496,22.5
2497,20.0
2498,20.0
2499,20.0
2500,20.0
2501,20.0
2502,20.0
2503,20.0
2504,60.0
2505,60.0
2506,62.5
2507,65.0
2508,65.0
2509,65.0
2510,67.5
2511,70.0
2512,72.5
2513,75.0
2514,75.0
2515,75.0
2516,72.5
2517,70.0
2518,67.5
2519,65.0
2520,62.5
2521,60.0
2522,57.5
2523,55.0
2524,52.5
2525,50.0
2526,47.5
2527,45.0
2528,42.5
2529,40.0
2530,37.5
2531,35.0
2532,32.5
2533,30.0
2534,30.0
2535,30.0
2536,30.0
2537,30.0
2538,30.0
2539,30.0
2540,30.0
2541,30.0
2542,30.0
2543,30.0
2544,27.5
2545,25.0
2546,25.0
2547,25.0
2548,25.0
2549,25.0
2550,25.0
2551,25.0
2552,22.5
2553,20.0
2554,20.0
2555,20.0
2556,20.0
2557,20.0
2558,20.0
2559,20.0
2560,17.5
2561,15.0
2562,15.0
2563,15.0
2564,15.0
2565,15.0
2566,60.0
2567,60.0
2568,60.0
2569,60.0
2570,60.0
2571,60.0
2572,57.5
2573,55.0
2574,52.5
2575,50.0
2576,50.0
2577,50.0
2578,50.0
2579,50.0
2580,50.0
2581,50.0
2582,50.0
2583,50.0
2584,52.5
2585,55.0
2586,57.5
2587,60.0
2588,60.0
2589,60.0
2590,60.0
2591,60.0
2592,60.0
2593,60.0
2594,60.0
2595,60.0
2596,62.5
2597,65.0
2598,67.5
2599,70.0
2600,70.0
2601,70.0
2602,67.5
2603,65.0
2604,65.0
2605,65.0
2606,65.0
2607,65.0
2608,65.0
2609,65.0
2610,65.0
2611,65.0
2612,65.0
2613,65.0
2614,62.5
2615,60.0
2616,60.0
2617,60.0
2618,60.0
2619,60.0
2620,57.5
2621,55.0
2622,55.0
2623,55.0
2624,55.0
2625,55.0
2626,55.0
2627,55.0
2628,55.0
2629,55.0
2630,55.0
2631,55.0
2632,55.0
2633,55.0
2634,55.0
2635,55.0
2636,57.5
2637,60.0
2638,62.5
2639,65.0
2640,65.0
2641,65.0
2642,65.0
2643,65.0
2644,65.0
2645,65.0
2646,65.0
2647,65.0
2648,62.5
2649,60.0
2650,57.5
2651,55.0
2652,75.0
2653,77.5
2654,80.0
2655,85.0
2656,90.0
2657,90.0
2658,90.0
2659,85.0
2660,80.0
2661,75.0
2662,70.0
2663,67.5
2664,65.0
2665,62.5
2666,60.0
2667,57.5
2668,55.0
2669,55.0
2670,55.0
2671,52.5
2672,50.0
2673,50.0
2674,50.0
2675,47.5
2676,45.0
2677,45.0
2678,45.0
2679,87.5
2680,95.0
2681,97.5
2682,100.0
2683,97.5
2684,95.0
2685,92.5
2686,90.0
2687,90.0
2688,90.0
2689,90.0
2690,90.0
2691,87.5
2692,85.0
2693,82.5
2694,80.0
2695,80.0
2696,80.0
2697,82.5
2698,85.0
2699,87.5
2700,90.0
2701,90.0
2702,90.0
2703,87.5
2704,85.0
2705,85.0
2706,85.0
2707,82.5
2708,80.0
2709,77.5
2710,75.0
2711,72.5
2712,70.0
2713,70.0
2714,70.0
2715,67.5
2716,65.0
2717,62.5
2718,60.0
2719,57.5
2720,55.0
2721,50.0
2722,45.0
2723,42.5
2724,40.0
2725,37.5
2726,35.0
2727,32.5
2728,30.0
2729,80.0
2730,85.0
2731,90.0
2732,95.0
2733,100.0
2734,105.0
2735,107.5
2736,110.0
2737,110.0
2738,110.0
2739,110.0
2740,110.0
2741,105.0
2742,100.0
2743,100.0
2744,100.0
2745,100.0
2746,100.0
2747,100.0
2748,100.0
2749,100.0
2750,95.0
2751,95.0
2752,90.0
2753,90.0
2754,90.0
2755,90.0
2756,90.0
2757,90.0
2758,90.0
2759,90.0
2760,85.0
2761,85.0
2762,85.0
2763,75.0
2764,70.0
2765,55.0
2766,50.0
2767,45.0
2768,45.0
2769,45.0
2770,42.77778
2771,40.555557
2772,38.333332
2773,36.11111
2774,33.88889
2775,31.666666
2776,29.444445
2777,27.222221
2778,60.0
2779,60.0
2780,60.0
2781,60.0
2782,60.0
2783,60.0
2784,62.5
2785,65.0
2786,67.5
2787,70.0
2788,70.0
2789,70.0
2790,70.0
2791,70.0
2792,70.0
2793,70.0
2794,70.0
2795,70.0
2796,67.5
2797,65.0
2798,65.0
2799,65.0
2800,65.0
2801,65.0
2802,62.5
2803,60.0
2804,60.0
2805,60.0
2806,57.5
2807,55.0
2808,55.0
2809,55.0
2810,52.5
2811,50.0
2812,50.0
2813,50.0
2814,50.0
2815,50.0
2816,50.0
2817,50.0
2818,50.0
2819,50.0
2820,50.0
2821,50.0
2822,50.0
2823,50.0
2824,50.0
2825,50.0
2826,50.0
2827,50.0
2828,50.0
2829,50.0
2830,50.0
2831,50.0
2832,52.5
2833,55.0
2834,55.0
2835,55.0
2836,55.0
2837,55.0
2838,52.5
2839,50.0
2840,50.0
2841,50.0
2842,47.5
2843,45.0
2844,45.0
2845,45.0
2846,45.0
2847,45.0
2848,45.0
2849,45.0
2850,45.0
2851,45.0
2852,47.5
2853,50.0
2854,50.0
2855,50.0
2856,50.0
2857,50.0
2858,47.5
2859,45.0
2860,45.0
2861,45.0
2862,45.0
2863,45.0
2864,45.0
2865,45.0
2866,42.5
2867,40.0
2868,40.0
2869,40.0
2870,40.0
2871,40.0
2872,40.0
2873,40.0
2874,40.0
2875,40.0
2876,40.0
2877,40.0
2878,42.5
2879,45.0
2880,47.5
2881,50.0
2882,50.0
2883,50.0
2884,50.0
2885,47.5
2886,45.0
2887,45.0
2888,45.0
2889,45.0
2890,45.0
2891,45.0
2892,45.0
2893,42.5
2894,40.0
2895,37.5
2896,35.0
2897,35.0
2898,35.0
2899,35.0
2900,35.0
2901,32.5
2902,30.0
2903,30.0
2904,30.0
2905,30.0
2906,30.0
2907,30.0
2908,30.0
2909,30.0
2910,30.0
2911,27.5
2912,25.0
2913,25.0
2914,25.0
2915,25.0
2916,25.0
2917,25.0
2918,25.0
2919,25.0
2920,25.0
2921,25.0
2922,25.0
2923,25.0
2924,25.0
2925,22.5
2926,20.0
2927,67.5
2928,70.0
2929,72.5
2930,75.0
2931,70.0
2932,65.0
2933,60.0
2934,55.0
2935,50.0
2936,45.0
2937,42.5
2938,40.0
2939,35.0
2940,30.0
2941,30.0
2942,30.0
2943,30.0
2944,30.0
2945,30.0
2946,30.0
2947,27.5
2948,25.0
2949,55.0
2950,57.5
2951,60.0
2952,65.0
2953,70.0
2954,77.5
2955,85.0
2956,92.5
2957,100.0
2958,100.0
2959,100.0
2960,100.0
2961,100.0
2962,100.0
2963,100.0
2964,102.5
2965,105.0
2966,107.5
2967,110.0
2968,110.0
2969,110.0
2970,110.0
2971,110.0
2972,110.0
2973,110.0
2974,110.0
2975,110.0
2976,110.0
2977,110.0
2978,110.0
2979,110.0
2980,110.0
2981,110.0
2982,107.5
2983,105.0
2984,102.5
2985,100.0
2986,100.0
2987,100.0
2988,100.0
2989,100.0
2990,100.0
2991,100.0
2992,100.0
2993,100.0
2994,100.0
2995,95.0
2996,95.0
2997,90.0
2998,90.0
2999,90.0
3000,90.0
3001,90.0
3002,90.0
3003,90.0
3004,90.0
3005,90.0
3006,85.0
3007,85.0
3008,85.0
3009,80.0
3010,80.0
3011,70.0
3012,70.0
3013,70.0
3014,70.0
3015,65.0
3016,65.0
3017,55.0
3018,55.0
3019,50.0
3020,50.0
3021,45.0
3022,44.0
3023,43.0
3024,42.0
3025,41.0
3026,40.0
3027,39.0
3028,38.0
3029,37.0
3030,36.0
3031,35.0
3032,34.0
3033,33.0
3034,32.0
3035,31.0
3036,97.5
3037,105.0
3038,102.5
3039,100.0
3040,100.0
3041,100.0
3042,97.5
3043,95.0
3044,90.0
3045,85.0
3046,80.0
3047,75.0
3048,70.0
3049,65.0
3050,62.5
3051,60.0
3052,57.5
3053,55.0
3054,52.5
3055,50.0
3056,47.5
3057,45.0
3058,42.5
3059,40.0
3060,37.5
3061,35.0
3062,32.5
3063,30.0
3064,30.0
3065,30.0
3066,30.0
3067,30.0
3068,30.0
3069,30.0
3070,30.0
3071,30.0
3072,30.0
3073,30.0
3074,30.0
3075,30.0
3076,30.0
3077,30.0
3078,27.5
3079,25.0
3080,25.0
3081,25.0
3082,22.5
3083,20.0
3084,20.0
3085,20.0
3086,20.0
3087,20.0
3088,20.0
3089,20.0
3090,20.0
3091,20.0
3092,20.0
3093,20.0
3094,20.0
3095,20.0
3096,20.0
3097,20.0
3098,20.0
3099,20.0
3100,20.0
3101,20.0
3102,20.0
3103,20.0
3104,50.0
3105,50.0
3106,50.0
3107,50.0
3108,50.0
3109,50.0
3110,50.0
3111,50.0
3112,50.0
3113,50.0
3114,50.0
3115,50.0
3116,50.0
3117,50.0
3118,50.0
3119,50.0
3120,50.0
3121,50.0
3122,50.0
3123,50.0
3124,47.5
3125,45.0
3126,45.0
3127,45.0
3128,45.0
3129,45.0
3130,42.5
3131,40.0
3132,40.555557
3133,41.11111
3134,41.666668
3135,42.22222
3136,42.77778
3137,43.333332
3138,43.88889
3139,44.444443
3140,50.0
3141,50.0
3142,50.0
3143,47.5
3144,45.0
3145,45.0
3146,45.0
3147,45.0
3148,45.0
3149,42.5
3150,40.0
3151,40.0
3152,40.0
3153,40.0
3154,40.0
3155,37.5
3156,35.0
3157,35.0
3158,35.0
3159,35.0
3160,35.0
3161,35.0
3162,35.0
3163,35.0
3164,35.0
3165,35.0
3166,35.0
3167,35.0
3168,35.0
3169,35.0
3170,35.0
3171,35.0
3172,35.0
3173,35.0
3174,35.0
3175,37.5
3176,40.0
3177,40.0
3178,40.0
3179,40.0
3180,40.0
3181,40.0
3182,40.0
3183,40.0
3184,40.0
3185,42.5
3186,45.0
3187,47.5
3188,50.0
3189,50.0
3190,50.0
3191,50.0
3192,50.0
3193,50.0
3194,50.0
3195,50.0
3196,50.0
3197,48.913044
3198,47.826088
3199,46.739132
3200,45.652172
3201,44.565216
3202,43.47826
3203,42.391304
3204,41.304348
3205,40.217392
3206,39.130436
3207,38.04348
3208,36.95652
3209,35.869564
3210,34.782608
3211,33.695652
3212,32.608696
3213,31.52174
3214,30.434782
3215,29.347826
3216,28.26087
3217,27.173914
3218,26.086956
3219,37.38095
3220,36.904762
3221,36.42857
3222,35.95238
3223,35.47619
3224,35.0
3225,37.5
3226,40.0
3227,45.0
3228,50.0
3229,52.5
3230,55.0
3231,55.0
3232,55.0
3233,60.0
3234,65.0
3235,65.0
3236,65.0
3237,65.0
3238,65.0
3239,65.0
3240,65.0
3241,67.5
3242,70.0
3243,70.0
3244,70.0
3245,75.0
3246,80.0
3247,80.0
3248,80.0
3249,80.0
3250,80.0
3251,80.0
3252,80.0
3253,80.0
3254,80.0
3255,85.0
3256,90.0
3257,90.0
3258,90.0
3259,90.0
3260,90.0
3261,90.0
3262,90.0
3263,90.0
3264,90.0
3265,85.0
3266,80.0
3267,80.0
3268,80.0
3269,77.5
3270,75.0
3271,75.0
3272,75.0
3273,75.0
3274,75.0
3275,75.0
3276,75.0
3277,75.0
3278,75.0
3279,75.0
3280,75.0
3281,72.5
3282,70.0
3283,70.0
3284,70.0
3285,70.0
3286,70.0
3287,70.0
3288,70.0
3289,67.5
3290,65.0
3291,62.5
3292,60.0
3293,60.0
3294,60.0
3295,60.0
3296,60.0
3297,57.5
3298,55.0
3299,55.0
3300,55.0
3301,55.0
3302,55.0
3303,55.0
3304,55.0
3305,55.0
3306,55.0
3307,55.0
3308,50.0
3309,50.0
3310,50.0
3311,50.0
3312,50.0
3313,50.0
3314,50.0
3315,50.0
3316,50.0
3317,50.0
3318,50.0
3319,49.45946
3320,48.91892
3321,48.37838
3322,47.837837
3323,47.2973
3324,92.5
3325,85.0
3326,90.0
3327,95.0
3328,92.5
3329,90.0
3330,86.0
3331,82.0
3332,75.0
3333,68.0
3334,62.5
3335,57.0
3336,53.5
3337,50.0
3338,48.5
3339,47.0
3340,45.0
3341,43.0
3342,41.5
3343,40.0
3344,37.5
3345,35.0
3346,32.5
3347,30.0
3348,28.5
3349,27.0
3350,26.0
3351,25.0
3352,25.0
3353,25.0
3354,25.0
3355,25.0
3356,25.0
3357,25.0
3358,24.0
3359,23.0
3360,23.0
3361,23.0
3362,21.5
3363,20.0
3364,52.5
3365,55.0
3366,57.5
3367,60.0
3368,62.5
3369,65.0
3370,67.5
3371,70.0
3372,72.5
3373,75.0
3374,77.5
3375,80.0
3376,80.0
3377,80.0
3378,80.0
3379,80.0
3380,77.5
3381,75.0
3382,75.0
3383,75.0
3384,72.5
3385,70.0
3386,67.5
3387,65.0
3388,65.0
3389,65.0
3390,65.0
3391,65.0
3392,62.5
3393,60.0
3394,57.5
3395,55.0
3396,55.0
3397,55.0
3398,52.5
3399,50.0
3400,50.0
3401,50.0
3402,50.0
3403,50.0
3404,50.0
3405,50.0
3406,50.0
3407,50.0
3408,50.0
3409,50.0
3410,50.0
3411,50.0
3412,50.0
3413,50.0
3414,47.5
3415,45.0
3416,42.5
3417,40.0
3418,40.0
3419,40.0
3420,40.0
3421,40.0
3422,40.0
3423,40.0
3424,40.0
3425,40.0
3426,40.0
3427,40.0
3428,40.0
3429,40.0
3430,40.0
3431,40.0
3432,40.0
3433,40.0
3434,40.0
3435,40.0
3436,40.0
3437,40.0
3438,40.0
3439,40.0
3440,40.0
3441,40.0
3442,35.0
3443,30.0
3444,30.0
3445,30.0
3446,30.0
3447,30.0
3448,30.0
3449,30.0
3450,30.0
3451,30.0
3452,30.0
3453,30.0
3454,30.0
3455,30.0
3456,30.0
3457,30.0
3458,27.5
3459,25.0
3460,45.0
3461,45.0
3462,45.0
3463,45.0
3464,45.0
3465,45.0
3466,45.0
3467,45.0
3468,45.0
3469,45.0
3470,45.0
3471,45.0
3472,45.0
3473,45.0
3474,45.0
3475,45.0
3476,45.0
3477,45.0
3478,45.0
3479,42.5
3480,40.0
3481,37.5
3482,35.0
3483,34.545456
3484,34.090908
3485,33.636364
3486,33.18182
3487,32.727272
3488,32.272728
3489,31.818182
3490,31.363636
3491,30.90909
3492,30.454546
3493,92.5
3494,105.0
3495,102.5
3496,100.0
3497,100.0
3498,100.0
3499,92.5
3500,85.0
3501,77.5
3502,70.0
3503,62.5
3504,55.0
3505,47.5
3506,40.0
3507,37.5
3508,35.0
3509,35.0
3510,35.0
3511,32.5
3512,30.0
3513,40.0
3514,40.0
3515,40.0
3516,40.0
3517,40.0
3518,40.0
3519,40.0
3520,42.5
3521,45.0
3522,50.0
3523,55.0
3524,55.0
3525,55.0
3526,57.5
3527,60.0
3528,60.0
3529,60.0
3530,65.0
3531,70.0
3532,77.5
3533,85.0
3534,82.5
3535,80.0
3536,77.5
3537,75.0
3538,72.5
3539,70.0
3540,65.0
3541,60.0
3542,52.5
3543,45.0
3544,40.0
3545,35.0
3546,33.0
3547,31.0
3548,29.0
3549,27.0
3550,70.0
3551,75.0
3552,75.0
3553,80.0
3554,85.0
3555,92.5
3556,100.0
3557,100.0
3558,95.0
3559,95.0
3560,92.5
3561,90.0
3562,82.5
3563,75.0
3564,72.5
3565,70.0
3566,67.5
3567,65.0
3568,65.0
3569,65.0
3570,62.5
3571,60.0
3572,60.0
3573,60.0
3574,65.0
3575,70.0
3576,70.0
3577,70.0
3578,67.5
3579,65.0
3580,65.0
3581,65.0
3582,65.0
3583,65.0
3584,65.0
3585,65.0
3586,67.5
3587,70.0
3588,75.0
3589,80.0
3590,82.5
3591,85.0
3592,82.5
3593,80.0
3594,75.0
3595,70.0
3596,70.0
3597,62.5
3598,55.0
3599,52.5
3600,50.0
3601,45.0
3602,40.0
3603,37.5
3604,35.0
3605,35.0
3606,35.0
3607,32.5
3608,30.0
3609,45.0
3610,45.0
3611,45.0
3612,45.0
3613,42.5
3614,40.0
3615,40.0
3616,40.0
3617,40.0
3618,40.0
3619,40.0
3620,40.0
3621,37.5
3622,35.0
3623,35.0
3624,35.0
3625,32.5
3626,30.0
3627,30.0
3628,30.0
3629,30.0
3630,30.0
3631,27.5
3632,25.0
3633,25.0
3634,25.0
3635,25.0
3636,25.0
3637,25.0
3638,25.0
3639,22.5
3640,20.0
3641,40.0
3642,42.5
3643,45.0
3644,45.0
3645,45.0
3646,45.0
3647,45.0
3648,45.0
3649,45.0
3650,45.0
3651,45.0
3652,47.5
3653,50.0
3654,55.0
3655,60.0
3656,62.5
3657,65.0
3658,70.0
3659,75.0
3660,82.5
3661,90.0
3662,90.0
3663,90.0
3664,90.0
3665,90.0
3666,92.5
3667,95.0
3668,97.5
3669,100.0
3670,100.0
3671,100.0
3672,100.0
3673,100.0
3674,95.0
3675,90.0
3676,90.0
3677,90.0
3678,95.0
3679,100.0
3680,100.0
3681,100.0
3682,100.0
3683,100.0
3684,92.5
3685,85.0
3686,77.5
3687,70.0
3688,67.5
3689,65.0
3690,65.0
3691,65.0
3692,65.0
3693,65.0
3694,65.0
3695,65.0
3696,65.0
3697,65.0
3698,65.0
3699,65.0
3700,65.0
3701,65.0
3702,65.0
3703,65.0
3704,65.0
3705,65.0
3706,62.5
3707,60.0
3708,65.0
3709,70.0
3710,75.0
3711,80.0
3712,85.0
3713,90.0
3714,90.0
3715,90.0
3716,87.5
3717,85.0
3718,82.5
3719,80.0
3720,72.5
3721,65.0
3722,52.5
3723,40.0
3724,37.5
3725,35.0
3726,30.0
3727,25.0
3728,85.0
3729,85.0
3730,85.0
3731,85.0
3732,85.0
3733,85.0
3734,90.0
3735,95.0
3736,92.5
3737,90.0
3738,90.0
3739,90.0
3740,87.5
3741,85.0
3742,82.5
3743,80.0
3744,77.5
3745,75.0
3746,70.0
3747,65.0
3748,61.0
3749,57.0
3750,53.5
3751,50.0
3752,48.5
3753,47.0
3754,47.0
3755,47.0
3756,46.0
3757,45.0
3758,42.5
3759,40.0
3760,38.5
3761,37.0
3762,36.0
3763,35.0
3764,32.5
3765,30.0
3766,29.0
3767,28.0
3768,82.5
3769,85.0
3770,87.5
3771,90.0
3772,90.0
3773,90.0
3774,90.0
3775,90.0
3776,90.0
3777,90.0
3778,90.0
3779,90.0
3780,90.0
3781,90.0
3782,90.0
3783,90.0
3784,90.0
3785,90.0
3786,90.0
3787,90.0
3788,95.0
3789,100.0
3790,100.0
3791,100.0
3792,100.0
3793,100.0
3794,100.0
3795,100.0
3796,100.0
3797,100.0
3798,90.0
3799,80.0
3800,80.0
3801,80.0
3802,80.0
3803,80.0
3804,77.5
3805,75.0
3806,67.5
3807,60.0
3808,55.0
3809,50.0
3810,47.5
3811,45.0
3812,37.5
3813,30.0
3814,31.875
3815,33.75
3816,35.625
3817,37.5
3818,39.375
3819,41.25
3820,43.125
3821,45.0
3822,42.5
3823,40.0
3824,40.0
3825,40.0
3826,40.0
3827,40.0
3828,40.0
3829,40.0
3830,40.0
3831,40.0
3832,40.0
3833,40.0
3834,40.0
3835,40.0
3836,37.5
3837,35.0
3838,35.0
3839,35.0
3840,35.0
3841,35.0
3842,35.0
3843,35.0
3844,32.5
3845,30.0
3846,30.0
3847,30.0
3848,30.0
3849,30.0
3850,30.0
3851,30.0
3852,27.5
3853,25.0
3854,25.0
3855,25.0
3856,25.0
3857,25.0
3858,25.0
3859,25.0
3860,25.0
3861,25.0
3862,25.0
3863,25.0
3864,22.5
3865,20.0
3866,20.0
3867,20.0
3868,17.5
3869,15.0
3870,15.0
3871,15.0
3872,15.0
3873,35.0
3874,35.0
3875,35.0
3876,35.0
3877,35.0
3878,35.0
3879,35.0
3880,35.0
3881,35.0
3882,35.0
3883,35.0
3884,33.46154
3885,31.923077
3886,30.384615
3887,28.846153
3888,27.307692
3889,25.76923
3890,24.23077
3891,22.692308
3892,21.153847
3893,19.615385
3894,18.076923
3895,16.538462
3896,54.5
3897,57.0
3898,60.0
3899,63.0
3900,65.5
3901,68.0
3902,69.0
3903,70.0
3904,70.0
3905,70.0
3906,65.0
3907,60.0
3908,58.5
3909,57.0
3910,57.0
3911,57.0
3912,54.5
3913,52.0
3914,51.0
3915,50.0
3916,50.0
3917,50.0
3918,50.0
3919,50.0
3920,50.0
3921,50.0
3922,50.0
3923,50.0
3924,49.0
3925,48.0
3926,27.5
3927,30.0
3928,32.5
3929,35.0
3930,42.5
3931,50.0
3932,55.0
3933,60.0
3934,62.5
3935,65.0
3936,72.5
3937,80.0
3938,85.0
3939,90.0
3940,92.5
3941,95.0
3942,97.5
3943,100.0
3944,100.0
3945,100.0
3946,97.5
3947,95.0
3948,92.5
3949,90.0
3950,85.0
3951,80.0
3952,80.0
3953,80.0
3954,70.0
3955,60.0
3956,60.0
3957,60.0
3958,52.5
3959,45.0
3960,37.5
3961,30.0
3962,29.411764
3963,28.82353
3964,28.235294
3965,27.647058
3966,27.058823
3967,26.470589
3968,25.882353
3969,25.294117
3970,24.705883
3971,24.117647
3972,23.529411
3973,22.941177
3974,22.352942
3975,21.764706
3976,21.17647
3977,20.588236
3978,50.0
3979,50.0
3980,50.0
3981,50.0
3982,50.0
3983,50.0
3984,50.0
3985,47.5
3986,45.0
3987,45.0
3988,45.0
3989,45.0
3990,45.0
3991,45.0
3992,45.0
3993,42.5
3994,40.0
3995,37.5
3996,35.0
3997,35.0
3998,35.0
3999,34.347828
4000,33.695652
4001,33.04348
4002,32.391304
4003,31.73913
4004,31.086956
4005,30.434782
4006,29.782608
4007,29.130434
4008,28.47826
4009,27.826086
4010,27.173914
4011,26.52174
4012,25.869566
4013,25.217392
4014,24.565218
4015,23.913044
4016,23.26087
4017,65.0
4018,65.0
4019,66.666664
4020,68.333336
4021,70.0
4022,72.5
4023,75.0
4024,80.0
4025,82.5
4026,85.0
4027,86.666664
4028,88.333336
4029,90.0
4030,91.25
4031,92.5
4032,93.75
4033,95.0
4034,97.5
4035,100.0
4036,101.666664
4037,103.333336
4038,105.0
4039,105.0
4040,105.0
4041,105.0
4042,105.0
4043,105.0
4044,102.5
4045,100.0
4046,97.5
4047,95.0
4048,90.0
4049,85.0
4050,80.0
4051,75.0
4052,70.0
4053,67.5
4054,65.0
4055,57.5
4056,50.0
4057,47.5
4058,45.0
4059,42.5
4060,40.0
4061,37.5
4062,35.0
4063,30.0
4064,25.0
4065,38.0
4066,25.0
4067,22.5
4068,20.0
4069,17.5
4070,15.0
4071,50.0
4072,50.0
4073,50.0
4074,50.0
4075,50.0
4076,50.0
4077,55.0
4078,60.0
4079,62.5
4080,65.0
4081,65.0
